Solar8000/HR,Solar8000/BT,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/RR,time_sec
,,,,,4373
102.0,35.20000076293945,100.0,,,4374
,,,,,4375
102.0,35.20000076293945,100.0,,,4376
,,,,,4377
102.0,35.20000076293945,100.0,,,4378
,,,,,4379
102.0,35.20000076293945,100.0,,,4380
,,,,,4381
102.0,35.20000076293945,100.0,,,4382
,,,,,4383
102.0,35.20000076293945,100.0,,,4384
,,,,,4385
102.0,35.20000076293945,100.0,,,4386
,,,,,4387
102.0,35.20000076293945,100.0,,,4388
,,,,,4389
103.0,35.20000076293945,100.0,,,4390
,,,,,4391
102.0,35.20000076293945,100.0,,,4392
,,,,,4393
102.0,35.20000076293945,100.0,,,4394
,,,,,4395
103.0,35.20000076293945,100.0,,,4396
,,,,,4397
102.0,35.20000076293945,100.0,,,4398
,,,,,4399
103.0,35.20000076293945,100.0,,,4400
,,,,,4401
103.0,35.20000076293945,100.0,,,4402
,,,,,4403
103.0,35.20000076293945,100.0,,,4404
,,,,,4405
103.0,35.20000076293945,100.0,,,4406
,,,,,4407
103.0,35.20000076293945,100.0,,,4408
,,,,,4409
103.0,35.20000076293945,100.0,,,4410
,,,,,4411
103.0,35.20000076293945,100.0,,,4412
,,,,,4413
103.0,35.20000076293945,100.0,,,4414
,,,,,4415
103.0,35.20000076293945,100.0,,,4416
,,,,,4417
103.0,35.20000076293945,100.0,,,4418
,,,,,4419
104.0,35.20000076293945,100.0,,,4420
,,,,,4421
104.0,35.20000076293945,100.0,,,4422
,,,,,4423
104.0,35.20000076293945,100.0,,,4424
,,,,,4425
104.0,35.20000076293945,100.0,,,4426
,,,,,4427
103.0,35.20000076293945,100.0,,,4428
,,,,,4429
103.0,35.20000076293945,100.0,,,4430
,,,,,4431
103.0,35.20000076293945,100.0,,,4432
,,,,,4433
103.0,35.20000076293945,100.0,,,4434
,,,,,4435
103.0,35.20000076293945,100.0,,,4436
,,,,,4437
103.0,35.20000076293945,100.0,,,4438
,,,,,4439
103.0,35.20000076293945,100.0,,,4440
,,,,,4441
103.0,35.20000076293945,100.0,,,4442
,,,,,4443
102.0,35.20000076293945,100.0,,,4444
,,,,,4445
103.0,35.20000076293945,100.0,,,4446
,,,,,4447
103.0,35.20000076293945,100.0,,,4448
,,,,,4449
103.0,35.20000076293945,100.0,,,4450
,,,,,4451
103.0,35.20000076293945,100.0,,,4452
,,,,,4453
103.0,35.20000076293945,100.0,,,4454
,,,,,4455
103.0,35.20000076293945,100.0,,,4456
,,,,,4457
102.0,35.20000076293945,100.0,,,4458
,,,,,4459
102.0,35.20000076293945,100.0,,,4460
,,,,,4461
102.0,35.20000076293945,100.0,,,4462
,,,,,4463
102.0,35.20000076293945,100.0,,,4464
,,,,,4465
102.0,35.20000076293945,100.0,,,4466
,,,,,4467
102.0,35.20000076293945,100.0,,,4468
,,,,,4469
103.0,35.20000076293945,100.0,,,4470
,,,,,4471
102.0,35.20000076293945,100.0,,,4472
,,,,,4473
102.0,35.20000076293945,100.0,,,4474
,,,,,4475
102.0,35.20000076293945,100.0,,,4476
,,,,,4477
102.0,35.20000076293945,100.0,,,4478
,,,,,4479
102.0,35.20000076293945,100.0,,,4480
,,,,,4481
103.0,35.20000076293945,100.0,,,4482
,,,,,4483
102.0,35.20000076293945,100.0,,,4484
,,,,,4485
102.0,35.20000076293945,100.0,,,4486
,,,,,4487
102.0,35.20000076293945,100.0,,,4488
,,,,,4489
101.0,35.20000076293945,100.0,,,4490
,,,,,4491
101.0,35.20000076293945,100.0,,,4492
,,,,,4493
102.0,35.20000076293945,100.0,,,4494
,,,,,4495
102.0,35.20000076293945,100.0,,,4496
,,,,,4497
102.0,35.20000076293945,100.0,,,4498
,,,,,4499
102.0,35.20000076293945,100.0,,,4500
,,,,,4501
102.0,35.20000076293945,100.0,,,4502
,,,,,4503
102.0,35.20000076293945,100.0,,,4504
,,,,,4505
102.0,35.20000076293945,100.0,,,4506
,,,,,4507
101.0,35.20000076293945,100.0,,,4508
,,,,,4509
102.0,35.20000076293945,100.0,,,4510
,,,,,4511
102.0,35.20000076293945,100.0,,,4512
,,,,,4513
101.0,35.20000076293945,100.0,,,4514
,,,,,4515
101.0,35.20000076293945,100.0,,,4516
,,,,,4517
101.0,35.20000076293945,100.0,,,4518
,,,,,4519
101.0,35.20000076293945,100.0,,,4520
,,,,,4521
100.0,35.20000076293945,100.0,,,4522
,,,,,4523
100.0,35.20000076293945,100.0,,,4524
,,,,,4525
100.0,35.20000076293945,100.0,,,4526
,,,,,4527
99.0,35.20000076293945,100.0,,,4528
,,,,,4529
99.0,35.20000076293945,100.0,,,4530
,,,,,4531
99.0,35.20000076293945,100.0,,,4532
,,,,,4533
99.0,35.20000076293945,100.0,,,4534
,,,,,4535
99.0,35.20000076293945,100.0,,,4536
,,,,,4537
99.0,35.20000076293945,100.0,,,4538
,,,,,4539
99.0,35.20000076293945,100.0,,,4540
,,,,,4541
99.0,35.20000076293945,100.0,,,4542
,,,,,4543
99.0,35.20000076293945,100.0,,,4544
,,,,,4545
100.0,35.20000076293945,100.0,,,4546
,,,,,4547
100.0,35.20000076293945,100.0,,,4548
,,,,,4549
100.0,35.20000076293945,100.0,,,4550
,,,,,4551
100.0,35.20000076293945,100.0,,,4552
,,,,,4553
99.0,35.20000076293945,100.0,,,4554
,,,,,4555
100.0,35.20000076293945,100.0,,,4556
,,,,,4557
100.0,35.20000076293945,100.0,,,4558
,,,,,4559
100.0,35.20000076293945,100.0,,,4560
,,,,,4561
100.0,35.20000076293945,100.0,,,4562
,,,,,4563
100.0,35.20000076293945,100.0,,,4564
,,,,,4565
100.0,35.20000076293945,100.0,,,4566
,,,,,4567
100.0,35.20000076293945,100.0,,,4568
,,,,,4569
100.0,35.20000076293945,100.0,,,4570
,,,,,4571
99.0,35.20000076293945,100.0,,,4572
,,,,,4573
99.0,35.20000076293945,100.0,,,4574
,,,,,4575
99.0,35.20000076293945,100.0,,,4576
,,,,,4577
99.0,35.20000076293945,100.0,,,4578
,,,,,4579
98.0,35.20000076293945,100.0,,,4580
,,,,,4581
98.0,35.20000076293945,100.0,,,4582
,,,,,4583
98.0,35.20000076293945,100.0,,,4584
,,,,,4585
98.0,35.20000076293945,100.0,,,4586
,,,,,4587
98.0,35.20000076293945,100.0,,,4588
,,,,,4589
98.0,35.20000076293945,100.0,,,4590
,,,,,4591
98.0,35.20000076293945,100.0,,,4592
,,,,,4593
97.0,35.20000076293945,100.0,,,4594
,,,,,4595
97.0,35.20000076293945,100.0,,,4596
,,,,,4597
97.0,35.20000076293945,100.0,,,4598
,,,,,4599
97.0,35.20000076293945,100.0,,,4600
,,,,,4601
97.0,35.20000076293945,100.0,,,4602
,,,,,4603
97.0,35.20000076293945,100.0,,,4604
,,,,,4605
97.0,35.20000076293945,100.0,,,4606
,,,,,4607
97.0,35.20000076293945,100.0,,,4608
,,,,,4609
97.0,35.20000076293945,100.0,,,4610
,,,,,4611
97.0,35.20000076293945,100.0,,,4612
,,,,,4613
97.0,35.20000076293945,100.0,,,4614
,,,,,4615
96.0,35.20000076293945,100.0,,,4616
,,,,,4617
96.0,35.20000076293945,100.0,,,4618
,,,,,4619
96.0,35.20000076293945,100.0,,,4620
,,,,,4621
96.0,35.20000076293945,100.0,,,4622
,,,,,4623
96.0,35.20000076293945,100.0,,,4624
,,,,,4625
95.0,35.20000076293945,100.0,,,4626
,,,,,4627
95.0,35.20000076293945,100.0,,,4628
,,,,,4629
95.0,35.20000076293945,100.0,,,4630
,,,,,4631
95.0,35.20000076293945,100.0,,,4632
,,,,,4633
95.0,35.20000076293945,100.0,,,4634
,,,,,4635
95.0,35.20000076293945,100.0,,,4636
,,,,,4637
95.0,35.20000076293945,100.0,,,4638
,,,,,4639
96.0,35.20000076293945,100.0,,,4640
,,,,,4641
96.0,35.20000076293945,100.0,,,4642
,,,,,4643
96.0,35.20000076293945,100.0,,,4644
,,,,,4645
96.0,35.20000076293945,100.0,,,4646
,,,,,4647
97.0,35.20000076293945,100.0,,,4648
,,,,,4649
97.0,35.20000076293945,100.0,,,4650
,,,,,4651
97.0,35.20000076293945,100.0,,,4652
,,,,,4653
97.0,35.20000076293945,100.0,,,4654
,,,,,4655
97.0,35.20000076293945,100.0,,,4656
,,,,,4657
97.0,35.20000076293945,100.0,,,4658
,,,,,4659
97.0,35.20000076293945,100.0,,,4660
,,,,,4661
97.0,35.20000076293945,100.0,,,4662
,,,,,4663
97.0,35.20000076293945,100.0,,,4664
,,,,,4665
97.0,35.20000076293945,100.0,,,4666
,,,,,4667
97.0,35.20000076293945,100.0,,,4668
,,,,,4669
96.0,35.20000076293945,100.0,,,4670
,,,,,4671
96.0,35.20000076293945,100.0,,,4672
,,,,,4673
96.0,35.20000076293945,100.0,,,4674
,,,,,4675
96.0,35.20000076293945,100.0,,,4676
,,,,,4677
96.0,35.20000076293945,100.0,,,4678
,,,,,4679
97.0,35.20000076293945,100.0,,,4680
,,,,,4681
97.0,35.20000076293945,100.0,,,4682
,,,,,4683
97.0,35.20000076293945,100.0,,,4684
,,,,,4685
97.0,35.20000076293945,100.0,,,4686
,,,,,4687
97.0,35.20000076293945,100.0,,,4688
,,,,,4689
97.0,35.20000076293945,100.0,,,4690
,,,,,4691
97.0,35.20000076293945,100.0,,,4692
,,,,,4693
97.0,35.20000076293945,100.0,,,4694
,,,,,4695
98.0,35.20000076293945,100.0,,,4696
,,,,,4697
98.0,35.20000076293945,100.0,,,4698
,,,,,4699
98.0,35.20000076293945,100.0,,,4700
,,,,,4701
98.0,35.20000076293945,100.0,,,4702
,,,,,4703
98.0,35.20000076293945,100.0,,,4704
,,,,,4705
98.0,35.20000076293945,100.0,,,4706
,,,,,4707
98.0,35.20000076293945,100.0,,,4708
,,,,,4709
98.0,35.20000076293945,100.0,,,4710
,,,,,4711
98.0,35.20000076293945,100.0,,,4712
,,,,,4713
97.0,35.20000076293945,100.0,,,4714
,,,,,4715
97.0,35.20000076293945,100.0,,,4716
,,,,,4717
97.0,35.20000076293945,100.0,,,4718
,,,,,4719
97.0,35.20000076293945,100.0,,,4720
,,,,,4721
97.0,35.20000076293945,100.0,,,4722
,,,,,4723
97.0,35.20000076293945,100.0,,,4724
,,,,,4725
97.0,35.20000076293945,100.0,,,4726
,,,,,4727
97.0,35.20000076293945,100.0,,,4728
,,,,,4729
97.0,35.20000076293945,100.0,,,4730
,,,,,4731
97.0,35.20000076293945,100.0,,,4732
,,,,,4733
97.0,35.20000076293945,100.0,,,4734
,,,,,4735
97.0,35.20000076293945,100.0,,,4736
,,,,,4737
97.0,35.20000076293945,100.0,,,4738
,,,,,4739
97.0,35.20000076293945,100.0,,,4740
,,,,,4741
97.0,35.20000076293945,100.0,,,4742
,,,,,4743
96.0,35.20000076293945,100.0,,,4744
,,,,,4745
96.0,35.20000076293945,100.0,,,4746
,,,,,4747
96.0,35.20000076293945,100.0,,,4748
,,,,,4749
96.0,35.20000076293945,100.0,,,4750
,,,,,4751
95.0,35.20000076293945,100.0,,,4752
,,,,,4753
96.0,35.20000076293945,100.0,,,4754
,,,,,4755
96.0,35.20000076293945,100.0,,,4756
,,,,,4757
96.0,35.20000076293945,100.0,,,4758
,,,,,4759
95.0,35.20000076293945,100.0,,,4760
,,,,,4761
95.0,35.20000076293945,100.0,,,4762
,,,,,4763
95.0,35.20000076293945,100.0,,,4764
,,,,,4765
95.0,35.20000076293945,100.0,,,4766
,,,,,4767
95.0,35.20000076293945,100.0,,,4768
,,,,,4769
95.0,35.20000076293945,100.0,,,4770
,,,,,4771
95.0,35.20000076293945,100.0,,,4772
,,,,,4773
94.0,35.20000076293945,100.0,,,4774
,,,,,4775
94.0,35.20000076293945,100.0,,,4776
,,,,,4777
94.0,35.20000076293945,100.0,,,4778
,,,,,4779
95.0,35.20000076293945,100.0,,,4780
,,,,,4781
95.0,35.20000076293945,100.0,,,4782
,,,,,4783
96.0,35.20000076293945,100.0,,,4784
,,,,,4785
96.0,35.20000076293945,100.0,,,4786
,,,,,4787
96.0,35.20000076293945,100.0,,,4788
,,,,,4789
96.0,35.20000076293945,100.0,,,4790
,,,,,4791
95.0,35.20000076293945,100.0,,,4792
,,,,,4793
95.0,35.20000076293945,100.0,,,4794
,,,,,4795
95.0,35.20000076293945,100.0,,,4796
,,,,,4797
95.0,35.20000076293945,100.0,,,4798
,,,,,4799
95.0,35.20000076293945,100.0,,,4800
,,,,,4801
96.0,35.20000076293945,100.0,,,4802
,,,,,4803
95.0,35.20000076293945,100.0,,,4804
,,,,,4805
96.0,35.20000076293945,100.0,,,4806
,,,,,4807
96.0,35.20000076293945,100.0,,,4808
,,,,,4809
95.0,35.20000076293945,100.0,,,4810
,,,,,4811
95.0,35.20000076293945,100.0,,,4812
,,,,,4813
95.0,35.20000076293945,100.0,,,4814
,,,,,4815
95.0,35.20000076293945,100.0,,,4816
,,,,,4817
94.0,35.20000076293945,100.0,,,4818
,,,,,4819
95.0,35.20000076293945,100.0,,,4820
,,,,,4821
95.0,35.20000076293945,100.0,,,4822
,,,,,4823
95.0,35.20000076293945,100.0,,,4824
,,,,,4825
95.0,35.20000076293945,100.0,,,4826
,,,,,4827
96.0,35.20000076293945,100.0,,,4828
,,,,,4829
96.0,35.20000076293945,100.0,,,4830
,,,,,4831
96.0,35.20000076293945,100.0,,,4832
,,,,,4833
95.0,35.20000076293945,100.0,,,4834
,,,,,4835
96.0,35.20000076293945,100.0,,,4836
,,,,,4837
95.0,35.20000076293945,100.0,,,4838
,,,,,4839
95.0,35.20000076293945,100.0,,,4840
,,,,,4841
95.0,35.20000076293945,100.0,,,4842
,,,,,4843
95.0,35.20000076293945,100.0,,,4844
,,,,,4845
95.0,35.20000076293945,100.0,,,4846
,,,,,4847
96.0,35.20000076293945,100.0,,,4848
,,,,,4849
96.0,35.20000076293945,100.0,,,4850
,,,,,4851
96.0,35.20000076293945,100.0,,,4852
,,,,,4853
96.0,35.20000076293945,100.0,,,4854
,,,,,4855
96.0,35.20000076293945,100.0,,,4856
,,,,,4857
96.0,35.20000076293945,100.0,,,4858
,,,,,4859
95.0,35.20000076293945,100.0,,,4860
,,,,,4861
,,,,,4862
95.0,35.20000076293945,100.0,,,4863
,,,,,4864
95.0,35.20000076293945,100.0,,,4865
,,,,,4866
95.0,35.20000076293945,100.0,,,4867
,,,,,4868
95.0,35.20000076293945,100.0,,,4869
,,,,,4870
95.0,35.20000076293945,100.0,,,4871
,,,,,4872
95.0,35.20000076293945,100.0,,,4873
,,,,,4874
95.0,35.20000076293945,100.0,,,4875
,,,,,4876
95.0,35.20000076293945,100.0,,,4877
,,,,,4878
95.0,35.20000076293945,100.0,,,4879
95.0,,100.0,,,4880
,35.20000076293945,,,,4881
95.0,,100.0,,,4882
,35.20000076293945,,,,4883
94.0,35.20000076293945,100.0,,,4884
,,,,,4885
94.0,35.20000076293945,100.0,,,4886
,,,,,4887
94.0,35.20000076293945,100.0,,,4888
,,,,,4889
94.0,35.20000076293945,100.0,,,4890
,,,,,4891
93.0,35.20000076293945,100.0,,,4892
,,,,,4893
93.0,35.20000076293945,100.0,,,4894
,,,,,4895
93.0,35.20000076293945,100.0,,,4896
,,,,,4897
94.0,35.20000076293945,100.0,,,4898
,,,,,4899
94.0,35.20000076293945,100.0,,,4900
,,,,,4901
94.0,35.20000076293945,100.0,,,4902
,,,,,4903
94.0,35.20000076293945,100.0,,,4904
,,,,,4905
94.0,35.20000076293945,100.0,,,4906
,,,,,4907
94.0,35.20000076293945,100.0,,,4908
,,,,,4909
,,,,,4910
94.0,35.20000076293945,100.0,,,4911
,,,,,4912
94.0,35.20000076293945,100.0,,,4913
,,,,,4914
93.0,35.20000076293945,100.0,,,4915
,,,,,4916
93.0,35.20000076293945,100.0,,,4917
,,,,,4918
93.0,35.20000076293945,100.0,,,4919
,,,,,4920
93.0,35.20000076293945,100.0,,,4921
,,,,,4922
93.0,35.20000076293945,100.0,,,4923
,,,,,4924
93.0,35.20000076293945,100.0,,,4925
,,,,,4926
93.0,35.20000076293945,100.0,,,4927
,,,,,4928
93.0,35.20000076293945,100.0,,,4929
,,,,,4930
93.0,35.20000076293945,100.0,,,4931
,,,,,4932
92.0,35.20000076293945,100.0,,,4933
,,,,,4934
92.0,35.20000076293945,100.0,,,4935
,,,,,4936
92.0,35.20000076293945,100.0,,,4937
,,,,,4938
93.0,35.20000076293945,100.0,,,4939
,,,,,4940
93.0,35.20000076293945,100.0,,,4941
,,,,,4942
92.0,35.20000076293945,100.0,,,4943
,,,,,4944
93.0,35.20000076293945,100.0,,,4945
,,,,,4946
93.0,35.20000076293945,100.0,,,4947
,,,,,4948
93.0,35.20000076293945,100.0,,,4949
,,,,,4950
93.0,35.20000076293945,100.0,,,4951
,,,,,4952
93.0,35.20000076293945,100.0,,,4953
,,,,,4954
93.0,35.20000076293945,100.0,,,4955
,,,,,4956
93.0,35.20000076293945,100.0,,,4957
,,,,,4958
93.0,35.20000076293945,100.0,,,4959
,,,,,4960
92.0,35.20000076293945,100.0,,,4961
,,,,,4962
92.0,35.20000076293945,100.0,,,4963
,,,,,4964
92.0,35.20000076293945,100.0,,,4965
,,,,,4966
92.0,35.20000076293945,100.0,,,4967
,,,,,4968
92.0,35.20000076293945,100.0,,,4969
,,,,,4970
92.0,35.20000076293945,100.0,,,4971
,,,,,4972
92.0,35.20000076293945,100.0,,,4973
,,,,,4974
92.0,35.20000076293945,100.0,,,4975
,,,,,4976
92.0,35.20000076293945,100.0,,,4977
,,,,,4978
92.0,35.20000076293945,100.0,,,4979
,,,,,4980
92.0,35.20000076293945,100.0,,,4981
,,,,,4982
92.0,35.20000076293945,100.0,,,4983
,,,,,4984
92.0,35.20000076293945,100.0,,,4985
,,,,,4986
92.0,35.20000076293945,100.0,,,4987
,,,,,4988
92.0,35.20000076293945,100.0,,,4989
,,,,,4990
92.0,35.20000076293945,100.0,,,4991
,,,,,4992
92.0,35.20000076293945,100.0,,,4993
,,,,,4994
92.0,35.20000076293945,100.0,,,4995
,,,,,4996
92.0,35.20000076293945,100.0,,,4997
,,,,,4998
92.0,35.20000076293945,100.0,,,4999
,,,,,5000
91.0,35.20000076293945,100.0,,,5001
,,,,,5002
91.0,35.20000076293945,100.0,,,5003
,,,,,5004
91.0,35.20000076293945,100.0,,,5005
,,,,,5006
91.0,35.20000076293945,100.0,,,5007
,,,,,5008
91.0,35.20000076293945,100.0,,,5009
,,,,,5010
90.0,35.20000076293945,100.0,,,5011
,,,,,5012
91.0,35.20000076293945,100.0,,,5013
,,,,,5014
91.0,35.20000076293945,100.0,,,5015
,,,,,5016
91.0,35.20000076293945,100.0,,,5017
,,,,,5018
91.0,35.20000076293945,100.0,,,5019
,,,,,5020
91.0,35.20000076293945,100.0,,,5021
,,,,,5022
91.0,35.20000076293945,100.0,,,5023
,,,,,5024
91.0,35.20000076293945,100.0,,,5025
,,,,,5026
90.0,35.20000076293945,100.0,,,5027
,,,,,5028
90.0,35.20000076293945,100.0,,,5029
,,,,,5030
90.0,35.20000076293945,100.0,,,5031
,,,,,5032
91.0,35.20000076293945,100.0,,,5033
,,,,,5034
90.0,35.20000076293945,100.0,,,5035
,,,,,5036
90.0,35.20000076293945,100.0,,,5037
,,,,,5038
90.0,35.20000076293945,100.0,,,5039
,,,,,5040
90.0,35.20000076293945,100.0,,,5041
,,,,,5042
90.0,35.20000076293945,100.0,,,5043
,,,,,5044
90.0,35.20000076293945,100.0,,,5045
,,,,,5046
90.0,35.20000076293945,100.0,,,5047
,,,,,5048
90.0,35.20000076293945,100.0,,,5049
,,,,,5050
90.0,35.20000076293945,100.0,,,5051
,,,,,5052
90.0,35.20000076293945,100.0,,,5053
,,,,,5054
90.0,35.20000076293945,100.0,,,5055
,,,,,5056
90.0,35.20000076293945,100.0,,,5057
,,,,,5058
89.0,35.20000076293945,100.0,,,5059
,,,,,5060
89.0,35.20000076293945,100.0,,,5061
,,,,,5062
89.0,35.20000076293945,100.0,,,5063
,,,,,5064
89.0,35.20000076293945,100.0,,,5065
,,,,,5066
89.0,35.20000076293945,100.0,,,5067
,,,,,5068
89.0,35.20000076293945,100.0,,,5069
,,,,,5070
89.0,35.20000076293945,100.0,,,5071
,,,,,5072
89.0,35.20000076293945,100.0,,,5073
,,,,,5074
89.0,35.20000076293945,100.0,,,5075
,,,,,5076
89.0,35.20000076293945,100.0,,,5077
,,,,,5078
89.0,35.20000076293945,100.0,,,5079
,,,,,5080
89.0,35.20000076293945,100.0,,,5081
,,,,,5082
89.0,35.20000076293945,100.0,,,5083
,,,,,5084
89.0,35.20000076293945,100.0,,,5085
,,,,,5086
89.0,35.20000076293945,100.0,,,5087
,,,,,5088
89.0,35.20000076293945,100.0,,,5089
,,,,,5090
89.0,35.20000076293945,100.0,,,5091
,,,,,5092
89.0,35.20000076293945,100.0,,,5093
,,,,,5094
89.0,35.20000076293945,100.0,,,5095
,,,,,5096
88.0,35.20000076293945,100.0,,,5097
,,,,,5098
89.0,35.20000076293945,100.0,,,5099
,,,,,5100
89.0,35.20000076293945,100.0,,,5101
,,,,,5102
89.0,35.20000076293945,100.0,,,5103
,,,,,5104
89.0,35.20000076293945,100.0,,,5105
,,,,,5106
89.0,35.20000076293945,100.0,,,5107
,,,,,5108
89.0,35.20000076293945,100.0,,,5109
,,,,,5110
88.0,35.20000076293945,100.0,,,5111
,,,,,5112
88.0,35.20000076293945,100.0,,,5113
,,,,,5114
88.0,35.20000076293945,100.0,,,5115
,,,,,5116
88.0,35.20000076293945,100.0,,,5117
,,,,,5118
88.0,35.20000076293945,100.0,,,5119
,,,,,5120
88.0,35.20000076293945,100.0,,,5121
,,,,,5122
88.0,35.20000076293945,100.0,,,5123
,,,,,5124
88.0,35.20000076293945,100.0,,,5125
,,,,,5126
88.0,35.20000076293945,100.0,,,5127
,,,,,5128
88.0,35.20000076293945,100.0,,,5129
,,,,,5130
88.0,35.20000076293945,100.0,,,5131
,,,,,5132
88.0,35.20000076293945,100.0,,,5133
,,,,,5134
88.0,35.20000076293945,100.0,,,5135
,,,,,5136
88.0,35.20000076293945,100.0,,,5137
,,,,,5138
88.0,35.20000076293945,100.0,,,5139
,,,,,5140
88.0,35.20000076293945,100.0,,,5141
,,,,,5142
88.0,35.20000076293945,100.0,,,5143
,,,,,5144
88.0,35.20000076293945,100.0,,,5145
,,,,,5146
87.0,35.20000076293945,100.0,,,5147
,,,,,5148
87.0,35.20000076293945,100.0,,,5149
,,,,,5150
87.0,35.20000076293945,100.0,,,5151
,,,,,5152
87.0,35.20000076293945,100.0,,,5153
,,,,,5154
87.0,35.20000076293945,100.0,,,5155
,,,,,5156
87.0,35.20000076293945,100.0,,,5157
,,,,,5158
88.0,35.20000076293945,100.0,,,5159
,,,,,5160
88.0,35.20000076293945,100.0,,,5161
,,,,,5162
88.0,35.20000076293945,100.0,,,5163
,,,,,5164
88.0,35.20000076293945,100.0,,,5165
,,,,,5166
88.0,35.20000076293945,100.0,,,5167
,,,,,5168
88.0,35.20000076293945,100.0,,,5169
,,,,,5170
88.0,35.20000076293945,100.0,,,5171
,,,,,5172
88.0,35.20000076293945,100.0,,,5173
,,,,,5174
88.0,35.20000076293945,100.0,,,5175
,,,,,5176
87.0,35.20000076293945,100.0,,,5177
,,,,,5178
86.0,35.20000076293945,100.0,,,5179
,,,,,5180
86.0,35.20000076293945,100.0,,,5181
,,,,,5182
86.0,35.20000076293945,100.0,,,5183
,,,,,5184
86.0,35.20000076293945,100.0,,,5185
,,,,,5186
86.0,35.20000076293945,100.0,,,5187
,,,,,5188
86.0,35.20000076293945,100.0,,,5189
,,,,,5190
86.0,35.20000076293945,100.0,,,5191
,,,,,5192
86.0,35.20000076293945,100.0,,,5193
,,,,,5194
86.0,35.20000076293945,100.0,,,5195
,,,,,5196
86.0,35.20000076293945,100.0,,,5197
,,,,,5198
86.0,35.20000076293945,100.0,,,5199
,,,,,5200
86.0,35.20000076293945,100.0,,,5201
,,,,,5202
87.0,35.20000076293945,100.0,,,5203
,,,,,5204
87.0,35.20000076293945,100.0,,,5205
,,,,,5206
87.0,35.20000076293945,100.0,,,5207
,,,,,5208
87.0,35.20000076293945,100.0,,,5209
,,,,,5210
87.0,35.20000076293945,100.0,,,5211
,,,,,5212
87.0,35.20000076293945,100.0,,,5213
,,,,,5214
86.0,35.20000076293945,100.0,,,5215
,,,,,5216
86.0,35.20000076293945,100.0,,,5217
,,,,,5218
86.0,35.20000076293945,100.0,,,5219
,,,,,5220
85.0,35.20000076293945,100.0,,,5221
,,,,,5222
85.0,35.20000076293945,100.0,,,5223
,,,,,5224
85.0,35.20000076293945,100.0,,,5225
,,,,,5226
85.0,35.20000076293945,100.0,,,5227
,,,,,5228
85.0,35.20000076293945,100.0,,,5229
,,,,,5230
85.0,35.20000076293945,100.0,,,5231
,,,,,5232
85.0,35.20000076293945,100.0,,,5233
,,,,,5234
85.0,35.20000076293945,100.0,,,5235
,,,,,5236
85.0,35.20000076293945,100.0,,,5237
,,,,,5238
85.0,35.20000076293945,100.0,,,5239
,,,,,5240
85.0,35.20000076293945,100.0,,,5241
,,,,,5242
84.0,35.20000076293945,100.0,,,5243
,,,,,5244
84.0,35.20000076293945,100.0,,,5245
,,,,,5246
84.0,35.20000076293945,100.0,,,5247
,,,,,5248
84.0,35.20000076293945,100.0,,,5249
,,,,,5250
85.0,35.20000076293945,100.0,,,5251
,,,,,5252
85.0,35.20000076293945,100.0,,,5253
,,,,,5254
84.0,35.20000076293945,100.0,,,5255
,,,,,5256
84.0,35.20000076293945,100.0,,,5257
,,,,,5258
84.0,35.20000076293945,100.0,,,5259
,,,,,5260
84.0,35.20000076293945,100.0,,,5261
,,,,,5262
84.0,35.20000076293945,100.0,,,5263
,,,,,5264
84.0,35.20000076293945,100.0,,,5265
,,,,,5266
83.0,35.20000076293945,100.0,,,5267
,,,,,5268
84.0,35.20000076293945,100.0,,,5269
,,,,,5270
84.0,35.20000076293945,100.0,,,5271
,,,,,5272
84.0,35.20000076293945,100.0,,,5273
,,,,,5274
84.0,35.20000076293945,100.0,,,5275
,,,,,5276
84.0,35.20000076293945,100.0,,,5277
,,,,,5278
84.0,35.20000076293945,100.0,,,5279
,,,,,5280
84.0,35.20000076293945,100.0,,,5281
,,,,,5282
84.0,35.20000076293945,100.0,,,5283
,,,,,5284
85.0,35.20000076293945,100.0,,,5285
,,,,,5286
85.0,35.20000076293945,100.0,,,5287
,,,,,5288
85.0,35.20000076293945,100.0,,,5289
,,,,,5290
85.0,35.20000076293945,100.0,,,5291
,,,,,5292
85.0,35.20000076293945,100.0,,,5293
,,,,,5294
85.0,35.20000076293945,100.0,,,5295
,,,,,5296
84.0,35.20000076293945,100.0,,,5297
,,,,,5298
84.0,35.20000076293945,100.0,,,5299
,,,,,5300
84.0,35.20000076293945,100.0,,,5301
,,,,,5302
83.0,35.20000076293945,100.0,,,5303
,,,,,5304
83.0,35.20000076293945,100.0,,,5305
,,,,,5306
83.0,35.20000076293945,100.0,,,5307
,,,,,5308
83.0,35.20000076293945,100.0,,,5309
,,,,,5310
83.0,35.20000076293945,100.0,,,5311
,,,,,5312
83.0,35.20000076293945,100.0,,,5313
,,,,,5314
83.0,35.20000076293945,100.0,,,5315
,,,,,5316
83.0,35.20000076293945,100.0,,,5317
,,,,,5318
83.0,35.20000076293945,100.0,,,5319
,,,,,5320
83.0,35.20000076293945,100.0,,,5321
,,,,,5322
83.0,35.20000076293945,100.0,,,5323
,,,,,5324
83.0,35.20000076293945,100.0,,,5325
,,,,,5326
83.0,35.20000076293945,100.0,,,5327
,,,,,5328
83.0,35.20000076293945,100.0,,,5329
,,,,,5330
83.0,35.20000076293945,100.0,,,5331
,,,,,5332
83.0,35.20000076293945,100.0,,,5333
,,,,,5334
