Solar8000/HR,Solar8000/BT,Solar8000/PLETH_SPO2,time_sec
,,,6942
76.0,35.9,99.0,6943
,,,6944
76.0,35.9,99.0,6945
,,,6946
77.0,35.9,99.0,6947
,,,6948
76.0,35.9,99.0,6949
,,,6950
76.0,35.9,99.0,6951
,,,6952
76.0,35.9,99.0,6953
,,,6954
77.0,35.9,99.0,6955
,,,6956
77.0,35.9,99.0,6957
,,,6958
77.0,35.9,99.0,6959
,,,6960
77.0,35.9,99.0,6961
,,,6962
77.0,35.9,99.0,6963
,,,6964
77.0,35.9,99.0,6965
,,,6966
77.0,35.9,99.0,6967
,,,6968
76.0,35.9,99.0,6969
,,,6970
76.0,35.9,99.0,6971
,,,6972
76.0,35.9,99.0,6973
,,,6974
76.0,35.9,99.0,6975
,,,6976
76.0,35.9,99.0,6977
,,,6978
76.0,35.9,99.0,6979
,,,6980
76.0,35.9,99.0,6981
,,,6982
76.0,35.9,99.0,6983
,,,6984
75.0,35.9,99.0,6985
,,,6986
76.0,35.9,99.0,6987
,,,6988
75.0,35.9,99.0,6989
,,,6990
74.0,35.9,99.0,6991
,,,6992
73.0,35.9,99.0,6993
,,,6994
74.0,35.9,99.0,6995
,,,6996
74.0,35.9,99.0,6997
,,,6998
74.0,35.9,99.0,6999
,,,7000
74.0,35.9,99.0,7001
,,,7002
74.0,35.9,99.0,7003
,,,7004
74.0,35.9,99.0,7005
,,,7006
74.0,35.9,99.0,7007
,,,7008
74.0,35.9,99.0,7009
,,,7010
74.0,35.9,99.0,7011
,,,7012
74.0,35.9,99.0,7013
,,,7014
74.0,35.9,99.0,7015
,,,7016
74.0,35.9,99.0,7017
,,,7018
74.0,35.9,99.0,7019
,,,7020
74.0,35.9,99.0,7021
,,,7022
74.0,35.9,99.0,7023
,,,7024
74.0,35.9,99.0,7025
,,,7026
73.0,35.9,99.0,7027
,,,7028
73.0,35.9,99.0,7029
,,,7030
73.0,35.9,99.0,7031
,,,7032
73.0,35.9,99.0,7033
,,,7034
73.0,35.9,99.0,7035
,,,7036
74.0,35.9,99.0,7037
,,,7038
73.0,35.9,99.0,7039
,,,7040
73.0,35.9,99.0,7041
,,,7042
73.0,35.9,99.0,7043
,,,7044
73.0,35.9,99.0,7045
,,,7046
73.0,35.9,99.0,7047
,,,7048
73.0,35.9,99.0,7049
,,,7050
74.0,35.9,99.0,7051
,,,7052
73.0,35.9,99.0,7053
,,,7054
73.0,35.9,99.0,7055
,,,7056
73.0,35.9,99.0,7057
,,,7058
73.0,35.9,99.0,7059
,,,7060
73.0,35.9,99.0,7061
,,,7062
73.0,35.9,99.0,7063
,,,7064
73.0,35.9,99.0,7065
,,,7066
73.0,35.9,99.0,7067
,,,7068
73.0,35.9,99.0,7069
,,,7070
73.0,35.9,99.0,7071
,,,7072
73.0,35.9,99.0,7073
,,,7074
73.0,35.9,99.0,7075
,,,7076
73.0,35.9,99.0,7077
,,,7078
73.0,35.9,99.0,7079
,,,7080
73.0,35.9,99.0,7081
,,,7082
73.0,35.9,99.0,7083
,,,7084
73.0,35.9,99.0,7085
,,,7086
73.0,35.9,99.0,7087
,,,7088
72.0,35.9,99.0,7089
,,,7090
73.0,35.9,99.0,7091
,,,7092
72.0,35.9,99.0,7093
,,,7094
72.0,35.9,99.0,7095
,,,7096
72.0,35.9,99.0,7097
,,,7098
72.0,35.9,99.0,7099
,,,7100
73.0,35.9,99.0,7101
,,,7102
73.0,35.9,99.0,7103
,,,7104
73.0,35.9,99.0,7105
,,,7106
73.0,35.9,99.0,7107
,,,7108
73.0,35.9,99.0,7109
,,,7110
74.0,35.9,99.0,7111
,,,7112
74.0,35.9,99.0,7113
,,,7114
73.0,35.9,99.0,7115
,,,7116
73.0,35.9,99.0,7117
,,,7118
73.0,35.9,99.0,7119
,,,7120
73.0,35.9,99.0,7121
,,,7122
73.0,35.9,99.0,7123
,,,7124
73.0,35.9,99.0,7125
,,,7126
73.0,35.9,99.0,7127
,,,7128
74.0,35.9,99.0,7129
,,,7130
74.0,35.9,99.0,7131
,,,7132
74.0,35.9,99.0,7133
,,,7134
75.0,35.9,99.0,7135
,,,7136
75.0,35.9,99.0,7137
,,,7138
75.0,35.9,99.0,7139
,,,7140
75.0,35.9,99.0,7141
,,,7142
74.0,35.9,99.0,7143
,,,7144
75.0,35.9,99.0,7145
,,,7146
75.0,35.9,99.0,7147
,,,7148
74.0,35.9,99.0,7149
,,,7150
74.0,35.9,99.0,7151
,,,7152
75.0,35.9,99.0,7153
,,,7154
75.0,35.9,99.0,7155
,,,7156
75.0,35.9,99.0,7157
,,,7158
75.0,35.9,99.0,7159
,,,7160
75.0,35.9,99.0,7161
,,,7162
74.0,35.9,99.0,7163
,,,7164
74.0,35.9,99.0,7165
,,,7166
74.0,35.9,99.0,7167
,,,7168
74.0,35.9,99.0,7169
,,,7170
74.0,35.9,99.0,7171
,,,7172
74.0,35.9,99.0,7173
,,,7174
74.0,35.9,99.0,7175
,,,7176
74.0,35.9,99.0,7177
,,,7178
74.0,35.9,99.0,7179
,,,7180
74.0,35.9,99.0,7181
,,,7182
74.0,35.9,99.0,7183
,,,7184
75.0,35.9,99.0,7185
,,,7186
75.0,35.9,99.0,7187
,,,7188
75.0,35.9,99.0,7189
,,,7190
75.0,35.9,99.0,7191
,,,7192
75.0,35.9,99.0,7193
,,,7194
74.0,35.9,99.0,7195
,,,7196
74.0,35.9,99.0,7197
,,,7198
74.0,35.9,99.0,7199
,,,7200
74.0,35.9,99.0,7201
,,,7202
74.0,35.9,99.0,7203
,,,7204
75.0,35.9,99.0,7205
,,,7206
75.0,35.9,99.0,7207
,,,7208
74.0,35.9,99.0,7209
,,,7210
74.0,35.9,99.0,7211
,,,7212
74.0,35.9,99.0,7213
,,,7214
74.0,35.9,99.0,7215
,,,7216
74.0,35.9,99.0,7217
,,,7218
74.0,35.9,99.0,7219
,,,7220
74.0,35.9,99.0,7221
,,,7222
74.0,35.9,99.0,7223
,,,7224
74.0,35.9,99.0,7225
,,,7226
74.0,35.9,99.0,7227
,,,7228
73.0,35.9,99.0,7229
,,,7230
74.0,35.9,99.0,7231
,,,7232
74.0,35.9,99.0,7233
,,,7234
74.0,35.9,99.0,7235
,,,7236
74.0,35.9,99.0,7237
,,,7238
73.0,35.9,99.0,7239
,,,7240
73.0,35.9,99.0,7241
,,,7242
73.0,35.9,99.0,7243
,,,7244
74.0,35.9,99.0,7245
,,,7246
75.0,35.9,99.0,7247
,,,7248
75.0,35.9,99.0,7249
,,,7250
75.0,35.9,99.0,7251
,,,7252
75.0,35.9,99.0,7253
,,,7254
75.0,35.9,99.0,7255
,,,7256
74.0,35.9,99.0,7257
,,,7258
74.0,35.9,99.0,7259
,,,7260
74.0,35.9,99.0,7261
,,,7262
74.0,35.9,99.0,7263
,,,7264
74.0,35.9,99.0,7265
,,,7266
73.0,35.9,99.0,7267
,,,7268
73.0,35.9,99.0,7269
,,,7270
73.0,35.9,99.0,7271
,,,7272
73.0,35.9,99.0,7273
,,,7274
73.0,35.9,99.0,7275
,,,7276
73.0,35.9,99.0,7277
,,,7278
73.0,35.9,99.0,7279
,,,7280
73.0,35.9,99.0,7281
,,,7282
73.0,35.9,99.0,7283
,,,7284
73.0,35.9,99.0,7285
,,,7286
73.0,35.9,99.0,7287
,,,7288
73.0,35.9,99.0,7289
,,,7290
73.0,35.9,99.0,7291
,,,7292
73.0,35.9,99.0,7293
,,,7294
73.0,35.9,99.0,7295
,,,7296
73.0,35.9,99.0,7297
,,,7298
73.0,35.9,99.0,7299
,,,7300
73.0,35.9,99.0,7301
,,,7302
73.0,35.9,99.0,7303
,,,7304
73.0,35.9,99.0,7305
,,,7306
73.0,35.9,99.0,7307
,,,7308
73.0,35.9,99.0,7309
,,,7310
73.0,35.9,99.0,7311
,,,7312
73.0,35.9,99.0,7313
,,,7314
74.0,35.9,99.0,7315
,,,7316
73.0,35.9,99.0,7317
,,,7318
73.0,35.9,99.0,7319
,,,7320
73.0,35.9,99.0,7321
,,,7322
73.0,35.9,99.0,7323
,,,7324
73.0,35.9,99.0,7325
,,,7326
73.0,35.9,99.0,7327
,,,7328
73.0,35.9,99.0,7329
,,,7330
74.0,35.9,99.0,7331
,,,7332
74.0,35.9,99.0,7333
,,,7334
74.0,35.9,99.0,7335
,,,7336
74.0,35.9,99.0,7337
,,,7338
74.0,35.9,99.0,7339
,,,7340
74.0,35.9,99.0,7341
,,,7342
73.0,35.9,99.0,7343
,,,7344
73.0,35.9,99.0,7345
,,,7346
73.0,35.9,99.0,7347
,,,7348
73.0,35.9,99.0,7349
,,,7350
73.0,35.9,99.0,7351
,,,7352
73.0,35.9,99.0,7353
,,,7354
73.0,35.9,99.0,7355
,,,7356
73.0,35.9,99.0,7357
,,,7358
73.0,35.9,99.0,7359
,,,7360
73.0,35.9,99.0,7361
,,,7362
73.0,35.9,99.0,7363
,,,7364
73.0,35.9,99.0,7365
,,,7366
73.0,35.9,99.0,7367
,,,7368
73.0,35.9,99.0,7369
,,,7370
73.0,35.9,99.0,7371
,,,7372
73.0,35.9,99.0,7373
,,,7374
73.0,35.9,99.0,7375
,,,7376
73.0,35.9,99.0,7377
,,,7378
73.0,35.9,99.0,7379
,,,7380
72.0,35.9,99.0,7381
,,,7382
72.0,35.9,99.0,7383
,,,7384
72.0,35.9,99.0,7385
,,,7386
73.0,35.9,99.0,7387
,,,7388
73.0,35.9,99.0,7389
,,,7390
73.0,35.9,99.0,7391
,,,7392
73.0,35.9,99.0,7393
,,,7394
73.0,35.9,99.0,7395
,,,7396
73.0,35.9,99.0,7397
,,,7398
72.0,35.9,99.0,7399
,,,7400
73.0,35.9,99.0,7401
,,,7402
73.0,35.9,99.0,7403
,,,7404
73.0,35.9,99.0,7405
,,,7406
73.0,35.9,99.0,7407
,,,7408
72.0,35.9,99.0,7409
,,,7410
72.0,35.9,99.0,7411
,,,7412
72.0,35.9,99.0,7413
,,,7414
72.0,35.9,99.0,7415
,,,7416
73.0,35.9,99.0,7417
,,,7418
73.0,35.9,99.0,7419
,,,7420
73.0,35.9,99.0,7421
,,,7422
73.0,35.9,99.0,7423
,,,7424
73.0,35.9,99.0,7425
,,,7426
73.0,35.9,99.0,7427
,,,7428
73.0,35.9,99.0,7429
,,,7430
73.0,35.9,99.0,7431
,,,7432
73.0,35.9,99.0,7433
,,,7434
73.0,35.9,99.0,7435
,,,7436
73.0,35.9,99.0,7437
,,,7438
73.0,35.9,99.0,7439
,,,7440
74.0,35.9,99.0,7441
,,,7442
74.0,35.9,99.0,7443
,,,7444
73.0,35.9,99.0,7445
,,,7446
73.0,35.9,99.0,7447
,,,7448
74.0,35.9,99.0,7449
,,,7450
74.0,35.9,99.0,7451
,,,7452
74.0,35.9,99.0,7453
,,,7454
74.0,35.9,99.0,7455
,,,7456
73.0,35.9,99.0,7457
,,,7458
73.0,35.9,99.0,7459
,,,7460
73.0,35.9,99.0,7461
,,,7462
73.0,35.9,99.0,7463
,,,7464
73.0,35.9,99.0,7465
,,,7466
73.0,35.9,99.0,7467
,,,7468
73.0,35.9,99.0,7469
,,,7470
74.0,35.9,99.0,7471
,,,7472
73.0,35.9,99.0,7473
,,,7474
74.0,35.9,99.0,7475
,,,7476
74.0,35.9,99.0,7477
,,,7478
74.0,35.9,99.0,7479
,,,7480
74.0,35.9,99.0,7481
,,,7482
74.0,35.9,99.0,7483
,,,7484
74.0,35.9,99.0,7485
,,,7486
74.0,35.9,99.0,7487
,,,7488
74.0,35.9,99.0,7489
,,,7490
73.0,35.9,99.0,7491
,,,7492
73.0,35.9,99.0,7493
,,,7494
73.0,35.9,99.0,7495
,,,7496
73.0,35.9,99.0,7497
,,,7498
73.0,35.9,99.0,7499
,,,7500
73.0,35.9,99.0,7501
,,,7502
73.0,35.9,99.0,7503
,,,7504
73.0,35.9,99.0,7505
,,,7506
73.0,35.9,99.0,7507
,,,7508
73.0,35.9,99.0,7509
,,,7510
73.0,35.9,99.0,7511
,,,7512
73.0,35.9,99.0,7513
,,,7514
73.0,35.9,99.0,7515
,,,7516
73.0,35.9,99.0,7517
,,,7518
72.0,35.9,99.0,7519
,,,7520
72.0,35.9,99.0,7521
,,,7522
73.0,35.9,99.0,7523
,,,7524
74.0,35.9,99.0,7525
,,,7526
73.0,35.9,99.0,7527
,,,7528
73.0,35.9,99.0,7529
,,,7530
73.0,35.9,99.0,7531
,,,7532
73.0,35.9,99.0,7533
,,,7534
73.0,35.9,99.0,7535
,,,7536
73.0,35.9,99.0,7537
,,,7538
73.0,35.9,99.0,7539
,,,7540
73.0,35.9,99.0,7541
,,,7542
73.0,35.9,99.0,7543
,,,7544
73.0,35.9,99.0,7545
,,,7546
74.0,35.9,99.0,7547
,,,7548
74.0,35.9,99.0,7549
,,,7550
74.0,35.9,99.0,7551
,,,7552
74.0,35.9,99.0,7553
,,,7554
74.0,35.9,99.0,7555
,,,7556
74.0,35.9,99.0,7557
,,,7558
74.0,35.9,99.0,7559
,,,7560
74.0,35.9,99.0,7561
,,,7562
74.0,35.9,99.0,7563
,,,7564
74.0,35.9,99.0,7565
,,,7566
74.0,35.9,99.0,7567
,,,7568
74.0,35.9,99.0,7569
,,,7570
74.0,35.9,99.0,7571
,,,7572
74.0,35.9,99.0,7573
,,,7574
74.0,35.9,99.0,7575
,,,7576
74.0,35.9,99.0,7577
,,,7578
74.0,35.9,99.0,7579
,,,7580
74.0,35.9,99.0,7581
,,,7582
74.0,35.9,99.0,7583
,,,7584
74.0,35.9,99.0,7585
,,,7586
74.0,35.9,99.0,7587
,,,7588
73.0,35.9,99.0,7589
,,,7590
74.0,35.9,99.0,7591
,,,7592
74.0,35.9,99.0,7593
,,,7594
74.0,35.9,99.0,7595
,,,7596
74.0,35.9,99.0,7597
,,,7598
74.0,35.9,99.0,7599
,,,7600
74.0,35.9,99.0,7601
,,,7602
74.0,35.9,99.0,7603
,,,7604
74.0,35.9,99.0,7605
,,,7606
73.0,35.9,99.0,7607
,,,7608
73.0,35.9,99.0,7609
,,,7610
73.0,35.9,99.0,7611
,,,7612
73.0,35.9,99.0,7613
,,,7614
73.0,35.9,99.0,7615
,,,7616
73.0,35.9,99.0,7617
,,,7618
74.0,35.9,99.0,7619
,,,7620
74.0,35.9,99.0,7621
,,,7622
74.0,35.9,99.0,7623
,,,7624
73.0,35.9,99.0,7625
,,,7626
74.0,35.9,99.0,7627
,,,7628
74.0,35.9,99.0,7629
,,,7630
74.0,35.9,99.0,7631
,,,7632
74.0,35.9,99.0,7633
,,,7634
74.0,35.9,99.0,7635
,,,7636
73.0,35.9,99.0,7637
,,,7638
73.0,35.9,99.0,7639
,,,7640
73.0,35.9,99.0,7641
,,,7642
73.0,35.9,99.0,7643
,,,7644
73.0,35.9,99.0,7645
,,,7646
73.0,35.9,99.0,7647
,,,7648
72.0,35.9,99.0,7649
,,,7650
73.0,35.9,99.0,7651
,,,7652
72.0,35.9,99.0,7653
,,,7654
72.0,35.9,99.0,7655
,,,7656
72.0,35.9,99.0,7657
,,,7658
72.0,35.9,99.0,7659
,,,7660
72.0,35.9,99.0,7661
,,,7662
73.0,35.9,99.0,7663
,,,7664
73.0,35.9,99.0,7665
,,,7666
72.0,35.9,99.0,7667
,,,7668
72.0,35.9,99.0,7669
,,,7670
72.0,35.9,99.0,7671
,,,7672
72.0,35.9,99.0,7673
,,,7674
72.0,35.9,99.0,7675
,,,7676
72.0,35.9,99.0,7677
,,,7678
72.0,35.9,99.0,7679
,,,7680
72.0,35.9,99.0,7681
,,,7682
72.0,35.9,99.0,7683
,,,7684
73.0,35.9,99.0,7685
,,,7686
72.0,35.9,99.0,7687
,,,7688
73.0,35.9,99.0,7689
,,,7690
73.0,35.9,99.0,7691
,,,7692
74.0,35.9,99.0,7693
,,,7694
74.0,35.9,99.0,7695
,,,7696
73.0,35.9,99.0,7697
,,,7698
74.0,35.9,99.0,7699
,,,7700
74.0,35.9,99.0,7701
,,,7702
74.0,35.9,99.0,7703
,,,7704
74.0,35.9,99.0,7705
,,,7706
74.0,35.9,99.0,7707
,,,7708
74.0,35.9,99.0,7709
,,,7710
73.0,35.9,99.0,7711
,,,7712
73.0,35.9,99.0,7713
,,,7714
73.0,35.9,99.0,7715
,,,7716
73.0,35.9,99.0,7717
,,,7718
73.0,35.9,99.0,7719
,,,7720
73.0,35.9,99.0,7721
,,,7722
73.0,35.9,99.0,7723
,,,7724
73.0,35.9,99.0,7725
,,,7726
73.0,35.9,99.0,7727
,,,7728
73.0,35.9,99.0,7729
,,,7730
73.0,35.9,99.0,7731
,,,7732
73.0,35.9,99.0,7733
,,,7734
73.0,35.9,99.0,7735
,,,7736
72.0,35.9,99.0,7737
,,,7738
73.0,35.9,99.0,7739
,,,7740
73.0,35.9,100.0,7741
,,,7742
73.0,35.9,99.0,7743
,,,7744
73.0,35.9,99.0,7745
,,,7746
73.0,35.9,99.0,7747
,,,7748
73.0,35.9,99.0,7749
,,,7750
73.0,35.9,99.0,7751
,,,7752
73.0,35.9,99.0,7753
,,,7754
73.0,35.9,99.0,7755
,,,7756
73.0,35.9,99.0,7757
,,,7758
74.0,35.9,99.0,7759
,,,7760
74.0,35.9,99.0,7761
,,,7762
74.0,35.9,99.0,7763
,,,7764
74.0,35.9,99.0,7765
,,,7766
73.0,35.9,99.0,7767
,,,7768
73.0,35.9,99.0,7769
,,,7770
74.0,35.9,99.0,7771
,,,7772
73.0,35.9,99.0,7773
,,,7774
73.0,35.9,99.0,7775
,,,7776
73.0,35.9,100.0,7777
,,,7778
73.0,35.9,99.0,7779
,,,7780
73.0,35.9,99.0,7781
,,,7782
73.0,35.9,99.0,7783
,,,7784
72.0,35.9,99.0,7785
,,,7786
72.0,35.9,99.0,7787
,,,7788
72.0,35.9,99.0,7789
,,,7790
72.0,35.9,99.0,7791
,,,7792
72.0,35.9,99.0,7793
,,,7794
73.0,35.9,99.0,7795
,,,7796
73.0,35.9,99.0,7797
,,,7798
74.0,35.9,99.0,7799
,,,7800
73.0,35.9,99.0,7801
,,,7802
72.0,35.9,99.0,7803
,,,7804
71.0,35.9,99.0,7805
,,,7806
71.0,35.9,99.0,7807
,,,7808
71.0,35.9,99.0,7809
,,,7810
71.0,35.9,99.0,7811
,,,7812
71.0,35.9,99.0,7813
,,,7814
71.0,35.9,99.0,7815
,,,7816
71.0,35.9,99.0,7817
,,,7818
71.0,35.9,99.0,7819
,,,7820
70.0,35.9,99.0,7821
,,,7822
70.0,35.9,99.0,7823
,,,7824
70.0,35.9,99.0,7825
,,,7826
70.0,35.9,99.0,7827
,,,7828
71.0,35.9,99.0,7829
,,,7830
72.0,35.9,99.0,7831
,,,7832
73.0,35.9,99.0,7833
,,,7834
74.0,35.9,99.0,7835
,,,7836
74.0,35.9,99.0,7837
,,,7838
74.0,35.9,99.0,7839
,,,7840
74.0,36.0,99.0,7841
,,,7842
73.0,35.9,99.0,7843
,,,7844
73.0,35.9,99.0,7845
,,,7846
73.0,35.9,100.0,7847
,,,7848
73.0,36.0,100.0,7849
,,,7850
73.0,35.9,100.0,7851
,,,7852
73.0,35.9,100.0,7853
,,,7854
73.0,35.9,99.0,7855
,,,7856
73.0,35.9,99.0,7857
,,,7858
73.0,36.0,99.0,7859
,,,7860
73.0,36.0,99.0,7861
,,,7862
73.0,36.0,100.0,7863
,,,7864
73.0,36.0,100.0,7865
,,,7866
72.0,36.0,100.0,7867
,,,7868
72.0,36.0,100.0,7869
,,,7870
72.0,35.9,100.0,7871
,,,7872
72.0,36.0,100.0,7873
,,,7874
73.0,36.0,100.0,7875
,,,7876
73.0,36.0,100.0,7877
,,,7878
73.0,36.0,100.0,7879
,,,7880
73.0,36.0,100.0,7881
,,,7882
73.0,36.0,100.0,7883
,,,7884
73.0,36.0,100.0,7885
,,,7886
73.0,36.0,100.0,7887
,,,7888
73.0,36.0,100.0,7889
,,,7890
73.0,36.0,100.0,7891
,,,7892
73.0,36.0,100.0,7893
,,,7894
73.0,36.0,100.0,7895
,,,7896
73.0,35.9,100.0,7897
,,,7898
73.0,36.0,100.0,7899
,,,7900
73.0,36.0,100.0,7901
,,,7902
72.0,36.0,100.0,7903
,,,7904
73.0,35.9,99.0,7905
,,,7906
73.0,36.0,99.0,7907
,,,7908
72.0,36.0,99.0,7909
,,,7910
72.0,36.0,99.0,7911
,,,7912
72.0,36.0,99.0,7913
,,,7914
72.0,36.0,99.0,7915
,,,7916
72.0,35.9,99.0,7917
,,,7918
72.0,35.9,99.0,7919
,,,7920
72.0,35.9,99.0,7921
,,,7922
72.0,35.9,99.0,7923
,,,7924
72.0,35.9,99.0,7925
,,,7926
71.0,35.9,99.0,7927
,,,7928
71.0,35.9,99.0,7929
,,,7930
72.0,35.9,100.0,7931
,,,7932
71.0,35.9,100.0,7933
,,,7934
72.0,35.9,99.0,7935
,,,7936
71.0,35.9,100.0,7937
,,,7938
71.0,35.9,100.0,7939
,,,7940
72.0,35.9,100.0,7941
,,,7942
71.0,35.9,100.0,7943
,,,7944
72.0,35.9,100.0,7945
,,,7946
72.0,36.0,100.0,7947
,,,7948
72.0,35.9,100.0,7949
,,,7950
71.0,35.9,99.0,7951
,,,7952
71.0,36.0,99.0,7953
,,,7954
71.0,36.0,100.0,7955
,,,7956
71.0,36.0,100.0,7957
,,,7958
71.0,36.0,99.0,7959
,,,7960
72.0,36.0,100.0,7961
,,,7962
71.0,36.0,100.0,7963
,,,7964
72.0,35.9,100.0,7965
,,,7966
71.0,35.9,100.0,7967
,,,7968
71.0,35.9,100.0,7969
,,,7970
71.0,36.0,100.0,7971
,,,7972
70.0,36.0,100.0,7973
,,,7974
71.0,36.0,100.0,7975
,,,7976
71.0,36.0,100.0,7977
,,,7978
72.0,36.0,99.0,7979
,,,7980
71.0,36.0,100.0,7981
,,,7982
71.0,36.0,100.0,7983
,,,7984
71.0,36.0,99.0,7985
,,,7986
71.0,36.0,99.0,7987
,,,7988
71.0,36.0,99.0,7989
,,,7990
71.0,36.0,99.0,7991
,,,7992
71.0,36.0,99.0,7993
,,,7994
71.0,36.0,99.0,7995
,,,7996
70.0,36.0,99.0,7997
,,,7998
69.0,36.0,99.0,7999
,,,8000
69.0,36.0,99.0,8001
,,,8002
69.0,36.0,99.0,8003
,,,8004
69.0,36.0,99.0,8005
,,,8006
70.0,36.0,99.0,8007
,,,8008
69.0,36.0,99.0,8009
,,,8010
70.0,36.0,99.0,8011
,,,8012
71.0,36.0,99.0,8013
,,,8014
70.0,36.0,99.0,8015
,,,8016
70.0,36.0,99.0,8017
,,,8018
70.0,36.0,100.0,8019
,,,8020
69.0,36.0,100.0,8021
,,,8022
68.0,36.0,99.0,8023
,,,8024
68.0,36.0,99.0,8025
,,,8026
69.0,36.0,99.0,8027
,,,8028
70.0,36.0,99.0,8029
,,,8030
70.0,36.0,99.0,8031
,,,8032
68.0,36.0,99.0,8033
,,,8034
69.0,36.0,99.0,8035
,,,8036
68.0,36.0,99.0,8037
,,,8038
70.0,35.9,99.0,8039
,,,8040
70.0,35.9,99.0,8041
,,,8042
71.0,35.9,99.0,8043
,,,8044
71.0,35.9,99.0,8045
,,,8046
71.0,35.9,99.0,8047
,,,8048
72.0,35.9,99.0,8049
,,,8050
72.0,35.9,99.0,8051
,,,8052
74.0,35.9,99.0,8053
,,,8054
74.0,35.9,99.0,8055
,,,8056
74.0,35.9,99.0,8057
,,,8058
74.0,35.9,99.0,8059
,,,8060
76.0,35.9,100.0,8061
,,,8062
77.0,35.9,100.0,8063
,,,8064
78.0,35.9,99.0,8065
,,,8066
77.0,35.9,99.0,8067
,,,8068
76.0,35.9,99.0,8069
,,,8070
77.0,35.9,100.0,8071
,,,8072
76.0,35.9,100.0,8073
,,,8074
77.0,35.9,100.0,8075
,,,8076
77.0,35.9,100.0,8077
,,,8078
78.0,35.9,100.0,8079
,,,8080
78.0,35.9,100.0,8081
,,,8082
78.0,35.9,100.0,8083
,,,8084
79.0,35.9,100.0,8085
,,,8086
79.0,35.9,100.0,8087
,,,8088
79.0,35.9,100.0,8089
,,,8090
79.0,35.9,100.0,8091
,,,8092
79.0,35.9,100.0,8093
,,,8094
79.0,35.9,100.0,8095
,,,8096
78.0,35.9,100.0,8097
,,,8098
79.0,36.0,100.0,8099
,,,8100
79.0,36.0,100.0,8101
,,,8102
79.0,36.0,100.0,8103
,,,8104
79.0,36.0,100.0,8105
,,,8106
79.0,36.0,100.0,8107
,,,8108
78.0,36.0,100.0,8109
,,,8110
78.0,36.0,100.0,8111
,,,8112
78.0,36.0,100.0,8113
,,,8114
78.0,36.0,100.0,8115
,,,8116
78.0,36.0,100.0,8117
,,,8118
78.0,36.0,100.0,8119
,,,8120
78.0,36.0,100.0,8121
,,,8122
78.0,36.0,100.0,8123
,,,8124
78.0,36.0,100.0,8125
,,,8126
78.0,36.0,100.0,8127
,,,8128
79.0,36.0,100.0,8129
,,,8130
78.0,36.0,100.0,8131
,,,8132
78.0,36.0,100.0,8133
,,,8134
78.0,36.0,100.0,8135
,,,8136
78.0,36.0,100.0,8137
,,,8138
78.0,36.0,100.0,8139
,,,8140
78.0,36.0,100.0,8141
,,,8142
78.0,36.0,100.0,8143
,,,8144
79.0,36.0,100.0,8145
,,,8146
78.0,36.0,100.0,8147
,,,8148
78.0,36.0,100.0,8149
,,,8150
77.0,36.0,100.0,8151
,,,8152
77.0,36.0,100.0,8153
,,,8154
77.0,36.0,100.0,8155
,,,8156
77.0,36.0,100.0,8157
,,,8158
77.0,36.0,100.0,8159
,,,8160
76.0,36.0,100.0,8161
,,,8162
76.0,36.0,100.0,8163
,,,8164
76.0,36.0,100.0,8165
,,,8166
76.0,36.0,100.0,8167
,,,8168
76.0,36.0,100.0,8169
,,,8170
76.0,36.0,100.0,8171
,,,8172
76.0,36.0,100.0,8173
,,,8174
75.0,36.0,100.0,8175
,,,8176
75.0,36.0,100.0,8177
,,,8178
75.0,35.9,100.0,8179
,,,8180
75.0,35.9,100.0,8181
,,,8182
74.0,35.9,100.0,8183
,,,8184
74.0,35.9,100.0,8185
,,,8186
74.0,35.9,100.0,8187
,,,8188
74.0,36.0,100.0,8189
,,,8190
74.0,36.0,100.0,8191
,,,8192
74.0,36.0,100.0,8193
,,,8194
75.0,36.0,100.0,8195
,,,8196
74.0,36.0,100.0,8197
,,,8198
74.0,36.0,100.0,8199
,,,8200
75.0,36.0,100.0,8201
,,,8202
74.0,36.0,100.0,8203
,,,8204
73.0,36.0,99.0,8205
,,,8206
72.0,36.0,99.0,8207
,,,8208
70.0,36.0,99.0,8209
,,,8210
70.0,36.0,99.0,8211
,,,8212
70.0,36.0,99.0,8213
,,,8214
71.0,36.0,99.0,8215
,,,8216
72.0,36.0,99.0,8217
,,,8218
73.0,36.0,99.0,8219
,,,8220
73.0,36.0,99.0,8221
,,,8222
72.0,36.0,99.0,8223
,,,8224
72.0,36.0,99.0,8225
,,,8226
72.0,36.0,100.0,8227
,,,8228
72.0,36.0,100.0,8229
,,,8230
71.0,36.0,100.0,8231
,,,8232
72.0,36.0,99.0,8233
,,,8234
72.0,36.0,100.0,8235
,,,8236
71.0,36.0,100.0,8237
,,,8238
70.0,36.0,100.0,8239
,,,8240
70.0,36.0,100.0,8241
,,,8242
69.0,36.0,100.0,8243
,,,8244
68.0,36.0,100.0,8245
,,,8246
67.0,36.0,100.0,8247
,,,8248
67.0,36.0,100.0,8249
,,,8250
67.0,36.0,100.0,8251
,,,8252
68.0,36.0,100.0,8253
,,,8254
69.0,36.0,100.0,8255
,,,8256
69.0,36.0,100.0,8257
,,,8258
70.0,36.0,100.0,8259
,,,8260
70.0,36.0,100.0,8261
,,,8262
71.0,36.0,100.0,8263
,,,8264
71.0,36.0,100.0,8265
,,,8266
71.0,36.0,100.0,8267
,,,8268
70.0,36.0,100.0,8269
,,,8270
