Solar8000/HR,Solar8000/BT,Solar8000/PLETH_SPO2,time_sec
81.0,36.100002,99.0,9579
,,,9580
80.0,36.100002,99.0,9581
,,,9582
80.0,36.100002,99.0,9583
,,,9584
80.0,36.100002,99.0,9585
,,,9586
80.0,36.100002,98.0,9587
,,,9588
80.0,36.100002,98.0,9589
,,,9590
80.0,36.100002,98.0,9591
,,,9592
81.0,36.100002,98.0,9593
,,,9594
81.0,36.100002,99.0,9595
,,,9596
81.0,36.100002,98.0,9597
,,,9598
81.0,36.100002,98.0,9599
,,,9600
81.0,36.100002,98.0,9601
,,,9602
81.0,36.100002,98.0,9603
,,,9604
81.0,36.100002,98.0,9605
,,,9606
81.0,36.100002,99.0,9607
,,,9608
81.0,36.100002,98.0,9609
,,,9610
81.0,36.100002,99.0,9611
,,,9612
81.0,36.100002,99.0,9613
,,,9614
82.0,36.100002,99.0,9615
,,,9616
82.0,36.100002,99.0,9617
,,,9618
82.0,36.100002,99.0,9619
,,,9620
82.0,36.100002,99.0,9621
,,,9622
82.0,36.100002,99.0,9623
,,,9624
82.0,36.100002,99.0,9625
,,,9626
82.0,36.100002,99.0,9627
,,,9628
82.0,36.100002,99.0,9629
,,,9630
82.0,36.100002,99.0,9631
,,,9632
82.0,36.100002,99.0,9633
,,,9634
82.0,36.100002,99.0,9635
,,,9636
82.0,36.100002,99.0,9637
,,,9638
82.0,36.100002,99.0,9639
,,,9640
83.0,36.100002,99.0,9641
,,,9642
83.0,36.100002,99.0,9643
,,,9644
83.0,36.100002,99.0,9645
,,,9646
81.0,36.100002,99.0,9647
,,,9648
80.0,36.100002,99.0,9649
,,,9650
80.0,36.2,99.0,9651
,,,9652
82.0,36.2,99.0,9653
,,,9654
83.0,36.2,99.0,9655
,,,9656
84.0,36.2,99.0,9657
,,,9658
85.0,36.2,99.0,9659
,,,9660
85.0,36.2,99.0,9661
,,,9662
85.0,36.2,99.0,9663
,,,9664
85.0,36.2,98.0,9665
,,,9666
86.0,36.2,99.0,9667
,,,9668
86.0,36.2,99.0,9669
,,,9670
86.0,36.2,99.0,9671
,,,9672
86.0,36.2,99.0,9673
,,,9674
86.0,36.2,99.0,9675
,,,9676
86.0,36.2,99.0,9677
,,,9678
86.0,36.2,99.0,9679
,,,9680
86.0,36.2,99.0,9681
,,,9682
86.0,36.2,99.0,9683
,,,9684
86.0,36.2,99.0,9685
,,,9686
87.0,36.2,99.0,9687
,,,9688
87.0,36.2,99.0,9689
,,,9690
87.0,36.2,99.0,9691
,,,9692
87.0,36.2,99.0,9693
,,,9694
87.0,36.2,99.0,9695
,,,9696
87.0,36.2,99.0,9697
,,,9698
87.0,36.2,99.0,9699
,,,9700
87.0,36.2,99.0,9701
,,,9702
87.0,36.2,99.0,9703
,,,9704
87.0,36.2,99.0,9705
,,,9706
87.0,36.2,99.0,9707
,,,9708
87.0,36.2,99.0,9709
,,,9710
87.0,36.2,99.0,9711
,,,9712
87.0,36.2,99.0,9713
,,,9714
86.0,36.2,99.0,9715
,,,9716
86.0,36.2,99.0,9717
,,,9718
86.0,36.2,99.0,9719
,,,9720
86.0,36.2,99.0,9721
,,,9722
86.0,36.2,99.0,9723
,,,9724
86.0,36.2,99.0,9725
,,,9726
86.0,36.2,99.0,9727
,,,9728
86.0,36.2,99.0,9729
,,,9730
86.0,36.2,99.0,9731
,,,9732
86.0,36.2,99.0,9733
,,,9734
86.0,36.2,99.0,9735
,,,9736
86.0,36.2,99.0,9737
,,,9738
86.0,36.2,99.0,9739
,,,9740
86.0,36.2,99.0,9741
,,,9742
86.0,36.2,99.0,9743
,,,9744
86.0,36.2,99.0,9745
,,,9746
86.0,36.2,99.0,9747
,,,9748
86.0,36.2,99.0,9749
,,,9750
86.0,36.2,99.0,9751
,,,9752
86.0,36.2,99.0,9753
,,,9754
86.0,36.2,99.0,9755
,,,9756
86.0,36.2,99.0,9757
,,,9758
85.0,36.2,99.0,9759
,,,9760
85.0,36.2,99.0,9761
,,,9762
85.0,36.2,99.0,9763
,,,9764
85.0,36.2,99.0,9765
,,,9766
85.0,36.2,99.0,9767
,,,9768
85.0,36.2,99.0,9769
,,,9770
85.0,36.2,99.0,9771
,,,9772
85.0,36.2,99.0,9773
,,,9774
85.0,36.2,99.0,9775
,,,9776
85.0,36.2,99.0,9777
,,,9778
84.0,36.2,99.0,9779
,,,9780
84.0,36.2,99.0,9781
,,,9782
84.0,36.2,99.0,9783
,,,9784
84.0,36.2,99.0,9785
,,,9786
84.0,36.2,99.0,9787
,,,9788
84.0,36.2,99.0,9789
,,,9790
84.0,36.2,99.0,9791
,,,9792
84.0,36.2,99.0,9793
,,,9794
84.0,36.2,99.0,9795
,,,9796
84.0,36.2,99.0,9797
,,,9798
84.0,36.2,99.0,9799
,,,9800
83.0,36.2,99.0,9801
,,,9802
83.0,36.2,99.0,9803
,,,9804
83.0,36.2,99.0,9805
,,,9806
83.0,36.2,99.0,9807
,,,9808
82.0,36.2,99.0,9809
,,,9810
82.0,36.2,99.0,9811
,,,9812
82.0,36.2,99.0,9813
,,,9814
83.0,36.2,99.0,9815
,,,9816
83.0,36.2,99.0,9817
,,,9818
83.0,36.2,99.0,9819
,,,9820
84.0,36.2,99.0,9821
,,,9822
84.0,36.2,99.0,9823
,,,9824
84.0,36.2,99.0,9825
,,,9826
83.0,36.2,99.0,9827
,,,9828
83.0,36.2,99.0,9829
,,,9830
83.0,36.2,99.0,9831
,,,9832
84.0,36.2,99.0,9833
,,,9834
84.0,36.2,99.0,9835
,,,9836
84.0,36.2,99.0,9837
,,,9838
83.0,36.2,99.0,9839
,,,9840
83.0,36.2,99.0,9841
,,,9842
83.0,36.2,99.0,9843
,,,9844
83.0,36.2,99.0,9845
,,,9846
83.0,36.2,99.0,9847
,,,9848
83.0,36.2,99.0,9849
,,,9850
83.0,36.2,99.0,9851
,,,9852
83.0,36.2,99.0,9853
,,,9854
83.0,36.2,99.0,9855
,,,9856
83.0,36.2,99.0,9857
,,,9858
83.0,36.2,99.0,9859
,,,9860
83.0,36.2,99.0,9861
,,,9862
83.0,36.2,99.0,9863
,,,9864
83.0,36.2,99.0,9865
,,,9866
83.0,36.2,99.0,9867
,,,9868
83.0,36.2,99.0,9869
,,,9870
83.0,36.2,99.0,9871
,,,9872
83.0,36.2,99.0,9873
,,,9874
83.0,36.2,99.0,9875
,,,9876
83.0,36.2,99.0,9877
,,,9878
83.0,36.2,99.0,9879
,,,9880
83.0,36.2,99.0,9881
,,,9882
83.0,36.2,99.0,9883
,,,9884
83.0,36.2,99.0,9885
,,,9886
83.0,36.2,99.0,9887
,,,9888
83.0,36.2,99.0,9889
,,,9890
83.0,36.2,99.0,9891
,,,9892
83.0,36.2,99.0,9893
,,,9894
83.0,36.2,99.0,9895
,,,9896
83.0,36.2,99.0,9897
,,,9898
83.0,36.2,99.0,9899
,,,9900
83.0,36.2,99.0,9901
,,,9902
83.0,36.2,99.0,9903
,,,9904
83.0,36.2,99.0,9905
,,,9906
83.0,36.2,99.0,9907
,,,9908
83.0,36.2,99.0,9909
,,,9910
83.0,36.2,99.0,9911
,,,9912
83.0,36.2,99.0,9913
,,,9914
82.0,36.2,99.0,9915
,,,9916
82.0,36.2,99.0,9917
,,,9918
82.0,36.2,99.0,9919
,,,9920
83.0,36.2,99.0,9921
,,,9922
83.0,36.2,99.0,9923
,,,9924
83.0,36.2,99.0,9925
,,,9926
83.0,36.2,99.0,9927
,,,9928
83.0,36.2,99.0,9929
,,,9930
82.0,36.2,99.0,9931
,,,9932
82.0,36.2,99.0,9933
,,,9934
82.0,36.2,99.0,9935
,,,9936
82.0,36.2,99.0,9937
,,,9938
82.0,36.2,99.0,9939
,,,9940
82.0,36.2,99.0,9941
,,,9942
82.0,36.2,99.0,9943
,,,9944
82.0,36.2,99.0,9945
,,,9946
82.0,36.2,99.0,9947
,,,9948
82.0,36.2,99.0,9949
,,,9950
82.0,36.2,99.0,9951
,,,9952
82.0,36.2,99.0,9953
,,,9954
82.0,36.2,99.0,9955
,,,9956
82.0,36.2,99.0,9957
,,,9958
82.0,36.2,99.0,9959
,,,9960
82.0,36.2,99.0,9961
,,,9962
82.0,36.2,99.0,9963
,,,9964
82.0,36.2,99.0,9965
,,,9966
82.0,36.2,99.0,9967
,,,9968
81.0,36.2,99.0,9969
,,,9970
81.0,36.2,99.0,9971
,,,9972
81.0,36.2,99.0,9973
,,,9974
81.0,36.2,99.0,9975
,,,9976
81.0,36.2,99.0,9977
,,,9978
81.0,36.2,99.0,9979
,,,9980
81.0,36.2,99.0,9981
,,,9982
81.0,36.2,99.0,9983
,,,9984
81.0,36.2,99.0,9985
,,,9986
81.0,36.2,99.0,9987
,,,9988
81.0,36.2,99.0,9989
,,,9990
82.0,36.2,99.0,9991
,,,9992
82.0,36.2,99.0,9993
,,,9994
82.0,36.2,99.0,9995
,,,9996
82.0,36.2,99.0,9997
,,,9998
82.0,36.2,99.0,9999
,,,10000
82.0,36.2,99.0,10001
,,,10002
82.0,36.2,99.0,10003
,,,10004
82.0,36.2,99.0,10005
,,,10006
82.0,36.2,99.0,10007
,,,10008
82.0,36.2,99.0,10009
,,,10010
82.0,36.2,99.0,10011
,,,10012
82.0,36.2,99.0,10013
,,,10014
82.0,36.2,99.0,10015
,,,10016
82.0,36.2,99.0,10017
,,,10018
82.0,36.2,99.0,10019
,,,10020
82.0,36.2,99.0,10021
,,,10022
81.0,36.2,99.0,10023
,,,10024
81.0,36.2,99.0,10025
,,,10026
81.0,36.2,99.0,10027
,,,10028
81.0,36.2,99.0,10029
,,,10030
82.0,36.2,99.0,10031
,,,10032
82.0,36.2,99.0,10033
,,,10034
82.0,36.2,99.0,10035
,,,10036
82.0,36.2,99.0,10037
,,,10038
81.0,36.2,99.0,10039
,,,10040
81.0,36.2,99.0,10041
,,,10042
81.0,36.2,99.0,10043
,,,10044
81.0,36.2,99.0,10045
,,,10046
81.0,36.2,99.0,10047
,,,10048
81.0,36.2,99.0,10049
,,,10050
81.0,36.2,99.0,10051
,,,10052
81.0,36.2,99.0,10053
,,,10054
81.0,36.2,99.0,10055
,,,10056
81.0,36.2,99.0,10057
,,,10058
81.0,36.2,99.0,10059
,,,10060
81.0,36.2,99.0,10061
,,,10062
81.0,36.2,99.0,10063
,,,10064
81.0,36.2,99.0,10065
,,,10066
81.0,36.2,99.0,10067
,,,10068
81.0,36.2,99.0,10069
,,,10070
81.0,36.2,99.0,10071
,,,10072
81.0,36.2,99.0,10073
,,,10074
81.0,36.2,99.0,10075
,,,10076
81.0,36.2,99.0,10077
,,,10078
81.0,36.2,99.0,10079
,,,10080
81.0,36.2,99.0,10081
,,,10082
81.0,36.2,99.0,10083
,,,10084
81.0,36.2,99.0,10085
,,,10086
81.0,36.2,99.0,10087
,,,10088
81.0,36.2,99.0,10089
,,,10090
81.0,36.2,99.0,10091
,,,10092
81.0,36.2,99.0,10093
,,,10094
81.0,36.2,99.0,10095
,,,10096
81.0,36.2,99.0,10097
,,,10098
80.0,36.2,99.0,10099
,,,10100
81.0,36.2,99.0,10101
,,,10102
80.0,36.2,99.0,10103
,,,10104
81.0,36.2,99.0,10105
,,,10106
81.0,36.2,99.0,10107
,,,10108
81.0,36.2,99.0,10109
,,,10110
81.0,36.2,99.0,10111
,,,10112
81.0,36.2,99.0,10113
,,,10114
81.0,36.2,99.0,10115
,,,10116
81.0,36.2,99.0,10117
,,,10118
81.0,36.2,99.0,10119
,,,10120
81.0,36.2,99.0,10121
,,,10122
81.0,36.2,99.0,10123
,,,10124
80.0,36.2,99.0,10125
,,,10126
80.0,36.2,99.0,10127
,,,10128
80.0,36.2,99.0,10129
,,,10130
80.0,36.2,99.0,10131
,,,10132
80.0,36.2,99.0,10133
,,,10134
80.0,36.2,99.0,10135
,,,10136
80.0,36.2,99.0,10137
,,,10138
80.0,36.2,99.0,10139
,,,10140
80.0,36.2,99.0,10141
,,,10142
80.0,36.2,99.0,10143
,,,10144
80.0,36.2,99.0,10145
,,,10146
80.0,36.2,99.0,10147
,,,10148
80.0,36.2,99.0,10149
,,,10150
80.0,36.2,99.0,10151
,,,10152
80.0,36.2,99.0,10153
,,,10154
81.0,36.2,99.0,10155
,,,10156
80.0,36.2,99.0,10157
,,,10158
80.0,36.2,99.0,10159
,,,10160
80.0,36.2,99.0,10161
,,,10162
80.0,36.2,99.0,10163
,,,10164
80.0,36.2,99.0,10165
,,,10166
80.0,36.2,99.0,10167
,,,10168
80.0,36.2,99.0,10169
,,,10170
80.0,36.2,99.0,10171
,,,10172
81.0,36.2,99.0,10173
,,,10174
81.0,36.2,99.0,10175
,,,10176
81.0,36.2,99.0,10177
,,,10178
81.0,36.2,99.0,10179
,,,10180
81.0,36.2,99.0,10181
,,,10182
81.0,36.2,99.0,10183
,,,10184
81.0,36.2,99.0,10185
,,,10186
81.0,36.2,99.0,10187
,,,10188
81.0,36.2,99.0,10189
,,,10190
81.0,36.2,99.0,10191
,,,10192
81.0,36.2,99.0,10193
,,,10194
81.0,36.3,99.0,10195
,,,10196
81.0,36.2,99.0,10197
,,,10198
81.0,36.2,99.0,10199
,,,10200
81.0,36.2,99.0,10201
,,,10202
81.0,36.2,99.0,10203
,,,10204
81.0,36.2,99.0,10205
,,,10206
81.0,36.2,99.0,10207
,,,10208
81.0,36.2,99.0,10209
,,,10210
81.0,36.2,99.0,10211
,,,10212
81.0,36.2,99.0,10213
,,,10214
81.0,36.2,99.0,10215
,,,10216
81.0,36.2,99.0,10217
,,,10218
81.0,36.2,99.0,10219
,,,10220
81.0,36.2,99.0,10221
,,,10222
81.0,36.2,99.0,10223
,,,10224
81.0,36.2,99.0,10225
,,,10226
82.0,36.2,99.0,10227
,,,10228
83.0,36.2,99.0,10229
,,,10230
83.0,36.2,99.0,10231
,,,10232
83.0,36.2,99.0,10233
,,,10234
84.0,36.2,99.0,10235
,,,10236
84.0,36.2,99.0,10237
,,,10238
84.0,36.2,99.0,10239
,,,10240
84.0,36.2,99.0,10241
,,,10242
84.0,36.2,99.0,10243
,,,10244
84.0,36.3,99.0,10245
,,,10246
84.0,36.3,99.0,10247
,,,10248
84.0,36.3,99.0,10249
,,,10250
84.0,36.3,99.0,10251
,,,10252
83.0,36.2,99.0,10253
,,,10254
83.0,36.2,99.0,10255
,,,10256
83.0,36.2,99.0,10257
,,,10258
83.0,36.2,99.0,10259
,,,10260
83.0,36.2,99.0,10261
,,,10262
83.0,36.2,99.0,10263
,,,10264
83.0,36.2,99.0,10265
,,,10266
83.0,36.2,100.0,10267
,,,10268
83.0,36.2,100.0,10269
,,,10270
83.0,36.2,100.0,10271
,,,10272
82.0,36.2,100.0,10273
,,,10274
82.0,36.2,100.0,10275
,,,10276
82.0,36.3,100.0,10277
,,,10278
83.0,36.2,100.0,10279
,,,10280
83.0,36.3,100.0,10281
,,,10282
83.0,36.3,100.0,10283
,,,10284
83.0,36.3,100.0,10285
,,,10286
83.0,36.3,100.0,10287
,,,10288
82.0,36.3,100.0,10289
,,,10290
82.0,36.3,100.0,10291
,,,10292
82.0,36.3,100.0,10293
,,,10294
82.0,36.3,100.0,10295
,,,10296
82.0,36.3,100.0,10297
,,,10298
81.0,36.3,100.0,10299
,,,10300
81.0,36.3,100.0,10301
,,,10302
81.0,36.3,100.0,10303
,,,10304
81.0,36.3,100.0,10305
,,,10306
81.0,36.3,100.0,10307
,,,10308
82.0,36.3,100.0,10309
,,,10310
81.0,36.3,100.0,10311
,,,10312
81.0,36.3,100.0,10313
,,,10314
81.0,36.3,100.0,10315
,,,10316
81.0,36.3,100.0,10317
,,,10318
81.0,36.3,100.0,10319
,,,10320
81.0,36.3,100.0,10321
,,,10322
80.0,36.3,100.0,10323
,,,10324
80.0,36.3,100.0,10325
,,,10326
81.0,36.3,100.0,10327
,,,10328
81.0,36.3,100.0,10329
,,,10330
81.0,36.3,100.0,10331
,,,10332
81.0,36.3,100.0,10333
,,,10334
81.0,36.3,100.0,10335
,,,10336
81.0,36.3,100.0,10337
,,,10338
81.0,36.3,100.0,10339
,,,10340
81.0,36.3,100.0,10341
,,,10342
81.0,36.3,100.0,10343
,,,10344
80.0,36.3,100.0,10345
,,,10346
81.0,36.3,100.0,10347
,,,10348
81.0,36.3,100.0,10349
,,,10350
81.0,36.3,100.0,10351
,,,10352
80.0,36.3,100.0,10353
,,,10354
80.0,36.3,100.0,10355
,,,10356
80.0,36.3,100.0,10357
,,,10358
81.0,36.3,100.0,10359
,,,10360
81.0,36.3,100.0,10361
,,,10362
80.0,36.3,100.0,10363
,,,10364
80.0,36.3,100.0,10365
,,,10366
80.0,36.3,100.0,10367
,,,10368
80.0,36.3,100.0,10369
,,,10370
80.0,36.3,100.0,10371
,,,10372
80.0,36.3,100.0,10373
,,,10374
80.0,36.3,100.0,10375
,,,10376
80.0,36.3,100.0,10377
,,,10378
80.0,36.3,100.0,10379
,,,10380
80.0,36.3,100.0,10381
,,,10382
80.0,36.3,100.0,10383
,,,10384
80.0,36.3,100.0,10385
,,,10386
80.0,36.3,100.0,10387
,,,10388
80.0,36.3,100.0,10389
,,,10390
80.0,36.3,100.0,10391
,,,10392
80.0,36.3,100.0,10393
,,,10394
80.0,36.3,100.0,10395
,,,10396
80.0,36.3,100.0,10397
,,,10398
79.0,36.3,100.0,10399
,,,10400
80.0,36.3,100.0,10401
,,,10402
80.0,36.3,100.0,10403
,,,10404
80.0,36.3,100.0,10405
,,,10406
80.0,36.3,100.0,10407
,,,10408
79.0,36.3,100.0,10409
,,,10410
79.0,36.2,100.0,10411
,,,10412
79.0,35.9,100.0,10413
,,,10414
79.0,35.600002,100.0,10415
,,,10416
79.0,35.2,100.0,10417
,,,10418
79.0,34.8,100.0,10419
,,,10420
79.0,34.4,100.0,10421
,,,10422
79.0,34.2,100.0,10423
,,,10424
80.0,33.600002,100.0,10425
,,,10426
82.0,33.3,100.0,10427
,,,10428
83.0,32.9,100.0,10429
,,,10430
84.0,32.600002,100.0,10431
,,,10432
84.0,32.3,100.0,10433
,,,10434
84.0,32.0,100.0,10435
,,,10436
85.0,31.7,100.0,10437
,,,10438
87.0,31.4,100.0,10439
,,,10440
87.0,31.1,100.0,10441
,,,10442
88.0,30.9,100.0,10443
,,,10444
88.0,30.6,100.0,10445
,,,10446
89.0,30.4,100.0,10447
,,,10448
89.0,30.2,100.0,10449
,,,10450
89.0,29.9,100.0,10451
,,,10452
89.0,29.800001,100.0,10453
,,,10454
89.0,29.4,100.0,10455
,,,10456
89.0,29.2,100.0,10457
,,,10458
89.0,29.0,100.0,10459
,,,10460
89.0,28.800001,100.0,10461
,,,10462
88.0,28.6,100.0,10463
,,,10464
89.0,28.4,100.0,10465
,,,10466
89.0,28.2,100.0,10467
,,,10468
89.0,28.0,100.0,10469
,,,10470
88.0,27.800001,100.0,10471
,,,10472
88.0,27.6,100.0,10473
,,,10474
88.0,27.4,100.0,10475
,,,10476
89.0,27.2,100.0,10477
,,,10478
89.0,27.0,100.0,10479
,,,10480
89.0,26.9,100.0,10481
,,,10482
89.0,26.800001,100.0,10483
,,,10484
88.0,26.5,100.0,10485
,,,10486
89.0,26.4,100.0,10487
,,,10488
89.0,26.2,100.0,10489
,,,10490
89.0,26.1,100.0,10491
,,,10492
88.0,25.9,100.0,10493
,,,10494
87.0,25.800001,100.0,10495
,,,10496
88.0,25.6,100.0,10497
,,,10498
88.0,25.5,100.0,10499
,,,10500
87.0,25.4,100.0,10501
,,,10502
87.0,25.300001,100.0,10503
,,,10504
87.0,25.1,100.0,10505
,,,10506
87.0,25.0,100.0,10507
,,,10508
87.0,24.9,100.0,10509
,,,10510
87.0,24.800001,100.0,10511
,,,10512
89.0,24.800001,100.0,10513
,,,10514
92.0,24.6,100.0,10515
,,,10516
96.0,24.6,100.0,10517
,,,10518
98.0,24.5,100.0,10519
,,,10520
101.0,24.4,100.0,10521
,,,10522
103.0,24.300001,100.0,10523
,,,10524
105.0,24.2,100.0,10525
,,,10526
107.0,24.1,100.0,10527
,,,10528
109.0,24.1,100.0,10529
,,,10530
109.0,24.0,100.0,10531
,,,10532
110.0,23.9,100.0,10533
,,,10534
110.0,23.9,100.0,10535
,,,10536
110.0,23.800001,100.0,10537
,,,10538
110.0,23.800001,100.0,10539
,,,10540
111.0,23.7,100.0,10541
,,,10542
110.0,23.7,100.0,10543
,,,10544
110.0,23.6,100.0,10545
,,,10546
110.0,23.6,100.0,10547
,,,10548
109.0,23.5,100.0,10549
,,,10550
108.0,23.5,100.0,10551
,,,10552
107.0,23.4,100.0,10553
,,,10554
107.0,23.4,100.0,10555
,,,10556
106.0,23.4,100.0,10557
,,,10558
105.0,23.300001,100.0,10559
,,,10560
105.0,23.300001,100.0,10561
,,,10562
104.0,23.300001,100.0,10563
,,,10564
103.0,23.300001,100.0,10565
,,,10566
103.0,23.2,100.0,10567
,,,10568
103.0,23.2,100.0,10569
,,,10570
103.0,23.2,100.0,10571
,,,10572
103.0,23.1,100.0,10573
,,,10574
104.0,23.1,100.0,10575
,,,10576
104.0,23.0,100.0,10577
,,,10578
104.0,23.0,100.0,10579
,,,10580
104.0,23.0,100.0,10581
,,,10582
104.0,23.0,100.0,10583
,,,10584
104.0,23.0,100.0,10585
,,,10586
104.0,23.0,100.0,10587
,,,10588
103.0,23.0,100.0,10589
,,,10590
103.0,23.0,100.0,10591
,,,10592
103.0,23.0,100.0,10593
,,,10594
103.0,23.0,100.0,10595
,,,10596
103.0,23.0,100.0,10597
,,,10598
103.0,23.0,100.0,10599
,,,10600
103.0,23.0,100.0,10601
,,,10602
103.0,23.0,100.0,10603
,,,10604
103.0,23.0,100.0,10605
,,,10606
103.0,23.0,100.0,10607
,,,10608
102.0,23.0,100.0,10609
,,,10610
103.0,23.0,100.0,10611
,,,10612
102.0,23.0,100.0,10613
,,,10614
102.0,23.0,100.0,10615
,,,10616
101.0,23.0,100.0,10617
,,,10618
101.0,23.0,100.0,10619
,,,10620
101.0,23.0,100.0,10621
,,,10622
102.0,23.0,100.0,10623
,,,10624
103.0,23.0,100.0,10625
,,,10626
104.0,23.0,100.0,10627
,,,10628
104.0,23.0,100.0,10629
,,,10630
105.0,22.9,100.0,10631
,,,10632
106.0,22.9,100.0,10633
,,,10634
106.0,22.9,100.0,10635
,,,10636
107.0,22.9,100.0,10637
,,,10638
107.0,22.9,100.0,10639
,,,10640
108.0,22.9,100.0,10641
,,,10642
108.0,22.9,100.0,10643
,,,10644
108.0,23.0,100.0,10645
,,,10646
107.0,23.0,100.0,10647
,,,10648
107.0,23.0,100.0,10649
,,,10650
106.0,23.0,100.0,10651
,,,10652
106.0,23.0,100.0,10653
,,,10654
106.0,23.0,100.0,10655
,,,10656
106.0,23.0,100.0,10657
,,,10658
107.0,23.0,100.0,10659
,,,10660
107.0,23.0,100.0,10661
,,,10662
108.0,23.0,100.0,10663
,,,10664
109.0,22.9,100.0,10665
,,,10666
110.0,22.9,100.0,10667
,,,10668
111.0,22.9,100.0,10669
,,,10670
112.0,22.9,100.0,10671
,,,10672
113.0,22.9,100.0,10673
,,,10674
114.0,22.9,100.0,10675
,,,10676
115.0,22.9,100.0,10677
,,,10678
116.0,22.9,100.0,10679
,,,10680
118.0,22.9,100.0,10681
,,,10682
119.0,23.0,100.0,10683
,,,10684
120.0,23.1,100.0,10685
,,,10686
121.0,23.2,100.0,10687
,,,10688
122.0,23.4,100.0,10689
,,,10690
123.0,23.5,100.0,10691
,,,10692
125.0,23.6,100.0,10693
,,,10694
127.0,23.7,100.0,10695
,,,10696
128.0,23.7,100.0,10697
,,,10698
129.0,23.800001,100.0,10699
,,,10700
129.0,23.800001,100.0,10701
,,,10702
130.0,23.800001,100.0,10703
,,,10704
131.0,23.9,100.0,10705
,,,10706
133.0,23.9,100.0,10707
,,,10708
133.0,24.0,100.0,10709
,,,10710
134.0,24.0,100.0,10711
,,,10712
133.0,24.1,100.0,10713
,,,10714
134.0,24.1,100.0,10715
,,,10716
134.0,24.1,100.0,10717
,,,10718
134.0,24.2,100.0,10719
,,,10720
139.0,24.2,100.0,10721
,,,10722
135.0,24.2,100.0,10723
,,,10724
135.0,24.300001,100.0,10725
,,,10726
135.0,24.300001,100.0,10727
,,,10728
135.0,24.4,100.0,10729
,,,10730
135.0,24.4,100.0,10731
,,,10732
135.0,24.4,100.0,10733
,,,10734
135.0,24.5,100.0,10735
,,,10736
135.0,24.5,100.0,10737
,,,10738
135.0,24.5,100.0,10739
,,,10740
135.0,24.6,100.0,10741
,,,10742
136.0,24.6,100.0,10743
,,,10744
136.0,24.6,100.0,10745
,,,10746
136.0,24.6,100.0,10747
,,,10748
136.0,24.6,100.0,10749
,,,10750
136.0,24.7,100.0,10751
,,,10752
136.0,24.7,100.0,10753
,,,10754
136.0,24.7,100.0,10755
,,,10756
136.0,24.7,100.0,10757
,,,10758
136.0,24.7,100.0,10759
,,,10760
136.0,24.7,100.0,10761
,,,10762
135.0,24.800001,100.0,10763
,,,10764
135.0,24.800001,100.0,10765
,,,10766
135.0,24.800001,100.0,10767
,,,10768
136.0,24.800001,100.0,10769
,,,10770
136.0,24.800001,100.0,10771
,,,10772
136.0,24.9,100.0,10773
,,,10774
136.0,24.9,100.0,10775
,,,10776
136.0,24.9,100.0,10777
,,,10778
136.0,24.9,100.0,10779
,,,10780
136.0,25.0,100.0,10781
,,,10782
136.0,25.0,100.0,10783
,,,10784
137.0,25.0,100.0,10785
,,,10786
136.0,25.0,100.0,10787
,,,10788
137.0,25.0,100.0,10789
,,,10790
137.0,25.1,100.0,10791
,,,10792
136.0,25.1,100.0,10793
,,,10794
136.0,25.1,100.0,10795
,,,10796
136.0,25.1,100.0,10797
,,,10798
136.0,25.1,100.0,10799
,,,10800
136.0,25.1,100.0,10801
,,,10802
136.0,25.2,100.0,10803
,,,10804
136.0,25.2,100.0,10805
,,,10806
136.0,25.2,100.0,10807
,,,10808
136.0,25.2,100.0,10809
,,,10810
136.0,25.2,100.0,10811
,,,10812
135.0,25.2,100.0,10813
,,,10814
135.0,25.300001,100.0,10815
,,,10816
133.0,25.300001,100.0,10817
,,,10818
130.0,25.300001,100.0,10819
,,,10820
128.0,25.300001,100.0,10821
,,,10822
125.0,25.300001,100.0,10823
,,,10824
122.0,25.300001,100.0,10825
,,,10826
120.0,25.300001,100.0,10827
,,,10828
118.0,25.300001,100.0,10829
,,,10830
117.0,25.300001,100.0,10831
,,,10832
116.0,25.300001,100.0,10833
,,,10834
115.0,25.300001,100.0,10835
,,,10836
114.0,25.300001,100.0,10837
,,,10838
113.0,25.300001,100.0,10839
,,,10840
112.0,25.300001,100.0,10841
,,,10842
112.0,25.300001,100.0,10843
,,,10844
112.0,25.300001,100.0,10845
,,,10846
112.0,25.300001,100.0,10847
,,,10848
111.0,25.2,100.0,10849
,,,10850
111.0,25.2,100.0,10851
,,,10852
110.0,25.2,100.0,10853
,,,10854
110.0,25.1,100.0,10855
,,,10856
110.0,25.1,100.0,10857
,,,10858
110.0,25.0,100.0,10859
,,,10860
109.0,25.0,100.0,10861
,,,10862
109.0,24.9,100.0,10863
,,,10864
109.0,24.9,100.0,10865
,,,10866
109.0,24.9,100.0,10867
,,,10868
108.0,24.9,100.0,10869
,,,10870
108.0,24.9,100.0,10871
,,,10872
108.0,24.800001,100.0,10873
,,,10874
108.0,24.800001,100.0,10875
,,,10876
107.0,24.800001,100.0,10877
,,,10878
107.0,24.800001,100.0,10879
,,,10880
107.0,24.800001,100.0,10881
,,,10882
107.0,24.800001,100.0,10883
,,,10884
107.0,24.800001,100.0,10885
,,,10886
107.0,24.7,100.0,10887
,,,10888
106.0,24.7,100.0,10889
,,,10890
106.0,24.7,100.0,10891
,,,10892
106.0,24.7,100.0,10893
,,,10894
106.0,24.7,100.0,10895
,,,10896
105.0,24.7,100.0,10897
,,,10898
